reporting_month,kpi_code,kpi_name,domain,kpi_value,status,previous_month_value,month_on_month_change,trend_direction,warning_boundary,critical_boundary,threshold_gap,threshold_breach,consecutive_warning_months,consecutive_critical_months,deterioration_streak_months,anomaly_method,anomaly_score,anomaly_flag,alert_priority,alert_title,alert_explanation,recommended_management_attention,evidence_source,data_quality_status,analytical_limitation
2025-09-01,OP_WAIT_TIME,Average Patient Waiting Time,Operations,33.05,Normal,32.91,0.14,Worsening,50.0,60.0,16.95,None,0,0,1,Rolling six-month z-score,0.44,Normal,None,Average Patient Waiting Time Within Normal Range,Average Patient Waiting Time is 33.05 Minutes. Status is Normal. Month-on-month increased by 0.14.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Average Patient Waiting Time uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-09-01,PX_COMPLAINT_RATE,Patient Complaint Rate,Patient Experience,1.13,Normal,1.3,-0.17,Improving,2.0,2.5,0.87,None,0,0,0,Rolling six-month z-score,-1.36,Normal,None,Patient Complaint Rate Within Normal Range,Patient Complaint Rate is 1.13. Status is Normal. Month-on-month decreased by 0.17.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Complaint Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-09-01,PX_SATISFACTION,Patient Satisfaction Score,Patient Experience,94.34,Normal,94.48,-0.14,Worsening,75.0,70.0,19.34,None,0,0,1,Rolling six-month z-score,1.3,Normal,None,Patient Satisfaction Score Within Normal Range,Patient Satisfaction Score is 94.34. Status is Normal. Month-on-month decreased by 0.14.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Satisfaction Score uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-09-01,WF_ABSENCE_RATE,Staff Absenteeism Rate,Workforce,3.29,Normal,3.13,0.16,Worsening,7.5,9.5,4.21,None,0,0,1,Rolling six-month z-score,0.46,Normal,None,Staff Absenteeism Rate Within Normal Range,Staff Absenteeism Rate is 3.29. Status is Normal. Month-on-month increased by 0.16.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staff Absenteeism Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-09-01,WF_STAFF_LEVEL,Staffing Level,Workforce,96.71,Normal,96.87,-0.16,Worsening,92.0,90.0,4.71,None,0,0,1,Rolling six-month z-score,-0.46,Normal,None,Staffing Level Within Normal Range,Staffing Level is 96.71. Status is Normal. Month-on-month decreased by 0.16.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staffing Level uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-10-01,OP_BED_OCCUPANCY,Bed Occupancy Rate,Operations,77.58,Normal,74.57,3.01,Worsening,85.0,90.0,7.42,None,0,0,3,Rolling six-month z-score,2.4,Strong Anomaly,Low,Bed Occupancy Rate Shows Strong Negative Anomaly,Bed Occupancy Rate is 77.58. Status is Normal. Month-on-month increased by 3.01. A strong statistical anomaly is detected (z-score = 2.4). Deterioration has continued for 3 consecutive months.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Bed Occupancy Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-10-01,OP_WAIT_TIME,Average Patient Waiting Time,Operations,38.03,Normal,33.05,4.98,Worsening,50.0,60.0,11.97,None,0,0,2,Rolling six-month z-score,70.05,Strong Anomaly,Low,Average Patient Waiting Time Shows Strong Negative Anomaly,Average Patient Waiting Time is 38.03 Minutes. Status is Normal. Month-on-month increased by 4.98. A strong statistical anomaly is detected (z-score = 70.05). Deterioration has continued for 2 consecutive months.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Average Patient Waiting Time uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-10-01,PX_COMPLAINT_RATE,Patient Complaint Rate,Patient Experience,1.1,Normal,1.13,-0.03,Improving,2.0,2.5,0.9,None,0,0,0,Rolling six-month z-score,-1.14,Normal,None,Patient Complaint Rate Within Normal Range,Patient Complaint Rate is 1.1. Status is Normal. Month-on-month decreased by 0.03.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Complaint Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-10-01,PX_SATISFACTION,Patient Satisfaction Score,Patient Experience,90.32,Normal,94.34,-4.02,Worsening,75.0,70.0,15.32,None,0,0,2,Rolling six-month z-score,-13.76,Strong Anomaly,Low,Patient Satisfaction Score Shows Strong Negative Anomaly,Patient Satisfaction Score is 90.32. Status is Normal. Month-on-month decreased by 4.02. A strong statistical anomaly is detected (z-score = -13.76). Deterioration has continued for 2 consecutive months.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Satisfaction Score uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-10-01,WF_ABSENCE_RATE,Staff Absenteeism Rate,Workforce,4.12,Normal,3.29,0.83,Worsening,7.5,9.5,3.38,None,0,0,2,Rolling six-month z-score,10.11,Strong Anomaly,Low,Staff Absenteeism Rate Shows Strong Negative Anomaly,Staff Absenteeism Rate is 4.12. Status is Normal. Month-on-month increased by 0.83. A strong statistical anomaly is detected (z-score = 10.11). Deterioration has continued for 2 consecutive months.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staff Absenteeism Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-10-01,WF_STAFF_LEVEL,Staffing Level,Workforce,95.88,Normal,96.71,-0.83,Worsening,92.0,90.0,3.88,None,0,0,2,Rolling six-month z-score,-10.11,Strong Anomaly,Low,Staffing Level Shows Strong Negative Anomaly,Staffing Level is 95.88. Status is Normal. Month-on-month decreased by 0.83. A strong statistical anomaly is detected (z-score = -10.11). Deterioration has continued for 2 consecutive months.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staffing Level uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-11-01,OP_BED_OCCUPANCY,Bed Occupancy Rate,Operations,79.39,Normal,77.58,1.81,Worsening,85.0,90.0,5.61,None,0,0,4,Rolling six-month z-score,1.94,Moderate Anomaly,Low,Bed Occupancy Rate Shows Statistical Anomaly,Bed Occupancy Rate is 79.39. Status is Normal. Month-on-month increased by 1.81. A moderate statistical anomaly is detected (z-score = 1.94). Deterioration has continued for 4 consecutive months.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Bed Occupancy Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-11-01,OP_WAIT_TIME,Average Patient Waiting Time,Operations,37.93,Normal,38.03,-0.1,Improving,50.0,60.0,12.07,None,0,0,0,Rolling six-month z-score,2.18,Strong Anomaly,Low,Average Patient Waiting Time Shows Statistical Anomaly,Average Patient Waiting Time is 37.93 Minutes. Status is Normal. Month-on-month decreased by 0.10. A strong statistical anomaly is detected (z-score = 2.18).,Validate unusual movement before intervention.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Average Patient Waiting Time uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-11-01,PX_COMPLAINT_RATE,Patient Complaint Rate,Patient Experience,1.49,Normal,1.1,0.39,Worsening,2.0,2.5,0.51,None,0,0,1,Rolling six-month z-score,1.54,Moderate Anomaly,Low,Patient Complaint Rate Shows Statistical Anomaly,Patient Complaint Rate is 1.49. Status is Normal. Month-on-month increased by 0.39. A moderate statistical anomaly is detected (z-score = 1.54).,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Complaint Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-11-01,PX_SATISFACTION,Patient Satisfaction Score,Patient Experience,90.17,Normal,90.32,-0.15,Worsening,75.0,70.0,15.17,None,0,0,3,Rolling six-month z-score,-2.3,Strong Anomaly,Low,Patient Satisfaction Score Shows Strong Negative Anomaly,Patient Satisfaction Score is 90.17. Status is Normal. Month-on-month decreased by 0.15. A strong statistical anomaly is detected (z-score = -2.3). Deterioration has continued for 3 consecutive months.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Satisfaction Score uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-11-01,WF_ABSENCE_RATE,Staff Absenteeism Rate,Workforce,4.5,Normal,4.12,0.38,Worsening,7.5,9.5,3.0,None,0,0,3,Rolling six-month z-score,3.34,Strong Anomaly,Low,Staff Absenteeism Rate Shows Strong Negative Anomaly,Staff Absenteeism Rate is 4.5. Status is Normal. Month-on-month increased by 0.38. A strong statistical anomaly is detected (z-score = 3.34). Deterioration has continued for 3 consecutive months.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staff Absenteeism Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-11-01,WF_STAFF_LEVEL,Staffing Level,Workforce,95.5,Normal,95.88,-0.38,Worsening,92.0,90.0,3.5,None,0,0,3,Rolling six-month z-score,-3.34,Strong Anomaly,Low,Staffing Level Shows Strong Negative Anomaly,Staffing Level is 95.5. Status is Normal. Month-on-month decreased by 0.38. A strong statistical anomaly is detected (z-score = -3.34). Deterioration has continued for 3 consecutive months.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staffing Level uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-12-01,OP_BED_OCCUPANCY,Bed Occupancy Rate,Operations,78.67,Normal,79.39,-0.72,Improving,85.0,90.0,6.33,None,0,0,0,Rolling six-month z-score,1.19,Normal,None,Bed Occupancy Rate Within Normal Range,Bed Occupancy Rate is 78.67. Status is Normal. Month-on-month decreased by 0.72.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Bed Occupancy Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-12-01,OP_WAIT_TIME,Average Patient Waiting Time,Operations,38.06,Normal,37.93,0.13,Worsening,50.0,60.0,11.94,None,0,0,1,Rolling six-month z-score,1.45,Normal,None,Average Patient Waiting Time Within Normal Range,Average Patient Waiting Time is 38.06 Minutes. Status is Normal. Month-on-month increased by 0.13.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Average Patient Waiting Time uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-12-01,PX_COMPLAINT_RATE,Patient Complaint Rate,Patient Experience,1.49,Normal,1.49,0.0,Stable,2.0,2.5,0.51,None,0,0,0,Rolling six-month z-score,1.35,Normal,None,Patient Complaint Rate Within Normal Range,Patient Complaint Rate is 1.49. Status is Normal. Month-on-month decreased by 0.00.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Complaint Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-12-01,PX_SATISFACTION,Patient Satisfaction Score,Patient Experience,89.84,Normal,90.17,-0.33,Worsening,75.0,70.0,14.84,None,0,0,4,Rolling six-month z-score,-1.62,Moderate Anomaly,Low,Patient Satisfaction Score Shows Statistical Anomaly,Patient Satisfaction Score is 89.84. Status is Normal. Month-on-month decreased by 0.33. A moderate statistical anomaly is detected (z-score = -1.62). Deterioration has continued for 4 consecutive months.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Satisfaction Score uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-12-01,WF_ABSENCE_RATE,Staff Absenteeism Rate,Workforce,4.81,Normal,4.5,0.31,Worsening,7.5,9.5,2.69,None,0,0,4,Rolling six-month z-score,2.35,Strong Anomaly,Low,Staff Absenteeism Rate Shows Strong Negative Anomaly,Staff Absenteeism Rate is 4.81. Status is Normal. Month-on-month increased by 0.31. A strong statistical anomaly is detected (z-score = 2.35). Deterioration has continued for 4 consecutive months.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staff Absenteeism Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2025-12-01,WF_STAFF_LEVEL,Staffing Level,Workforce,95.19,Normal,95.5,-0.31,Worsening,92.0,90.0,3.19,None,0,0,4,Rolling six-month z-score,-2.35,Strong Anomaly,Low,Staffing Level Shows Strong Negative Anomaly,Staffing Level is 95.19. Status is Normal. Month-on-month decreased by 0.31. A strong statistical anomaly is detected (z-score = -2.35). Deterioration has continued for 4 consecutive months.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staffing Level uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-01-01,OP_BED_OCCUPANCY,Bed Occupancy Rate,Operations,81.83,Normal,78.67,3.16,Worsening,85.0,90.0,3.17,None,0,0,1,Rolling six-month z-score,1.47,Normal,None,Bed Occupancy Rate Within Normal Range,Bed Occupancy Rate is 81.83. Status is Normal. Month-on-month increased by 3.16.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Bed Occupancy Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-01-01,OP_WAIT_TIME,Average Patient Waiting Time,Operations,42.08,Normal,38.06,4.02,Worsening,50.0,60.0,7.92,None,0,0,2,Rolling six-month z-score,2.62,Strong Anomaly,Low,Average Patient Waiting Time Shows Strong Negative Anomaly,Average Patient Waiting Time is 42.08 Minutes. Status is Normal. Month-on-month increased by 4.02. A strong statistical anomaly is detected (z-score = 2.62). Deterioration has continued for 2 consecutive months.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Average Patient Waiting Time uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-01-01,PX_COMPLAINT_RATE,Patient Complaint Rate,Patient Experience,1.22,Normal,1.49,-0.27,Improving,2.0,2.5,0.78,None,0,0,0,Rolling six-month z-score,-0.65,Normal,None,Patient Complaint Rate Within Normal Range,Patient Complaint Rate is 1.22. Status is Normal. Month-on-month decreased by 0.27.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Complaint Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-01-01,PX_SATISFACTION,Patient Satisfaction Score,Patient Experience,84.72,Normal,89.84,-5.12,Worsening,75.0,70.0,9.72,None,0,0,5,Rolling six-month z-score,-3.6,Strong Anomaly,Low,Patient Satisfaction Score Shows Strong Negative Anomaly,Patient Satisfaction Score is 84.72. Status is Normal. Month-on-month decreased by 5.12. A strong statistical anomaly is detected (z-score = -3.6). Deterioration has continued for 5 consecutive months.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Satisfaction Score uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-01-01,WF_ABSENCE_RATE,Staff Absenteeism Rate,Workforce,6.43,Normal,4.81,1.62,Worsening,7.5,9.5,1.07,None,0,0,5,Rolling six-month z-score,4.0,Strong Anomaly,Medium,Staff Absenteeism Rate Shows Strong Negative Anomaly,Staff Absenteeism Rate is 6.43. Status is Normal. Month-on-month increased by 1.62. A strong statistical anomaly is detected (z-score = 4.0). Deterioration has continued for 5 consecutive months.,Review workforce availability and absence patterns.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staff Absenteeism Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-01-01,WF_STAFF_LEVEL,Staffing Level,Workforce,93.57,Normal,95.19,-1.62,Worsening,92.0,90.0,1.57,None,0,0,5,Rolling six-month z-score,-4.0,Strong Anomaly,Medium,Staffing Level Shows Strong Negative Anomaly,Staffing Level is 93.57. Status is Normal. Month-on-month decreased by 1.62. A strong statistical anomaly is detected (z-score = -4.0). Deterioration has continued for 5 consecutive months.,Review workforce availability and absence patterns.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staffing Level uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-02-01,OP_BED_OCCUPANCY,Bed Occupancy Rate,Operations,81.35,Normal,81.83,-0.48,Improving,85.0,90.0,3.65,None,0,0,0,Rolling six-month z-score,1.1,Normal,None,Bed Occupancy Rate Within Normal Range,Bed Occupancy Rate is 81.35. Status is Normal. Month-on-month decreased by 0.48.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Bed Occupancy Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-02-01,OP_WAIT_TIME,Average Patient Waiting Time,Operations,45.4,Normal,42.08,3.32,Worsening,50.0,60.0,4.6,None,0,0,3,Rolling six-month z-score,2.63,Strong Anomaly,Low,Average Patient Waiting Time Shows Strong Negative Anomaly,Average Patient Waiting Time is 45.4 Minutes. Status is Normal. Month-on-month increased by 3.32. A strong statistical anomaly is detected (z-score = 2.63). Deterioration has continued for 3 consecutive months.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Average Patient Waiting Time uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-02-01,PX_COMPLAINT_RATE,Patient Complaint Rate,Patient Experience,2.8,Critical,1.22,1.58,Worsening,2.0,2.5,-0.8,Critical,1,1,1,Rolling six-month z-score,9.67,Strong Anomaly,High,Patient Complaint Rate Reached Critical Level,Patient Complaint Rate is 2.8. Status is Critical for the first consecutive month. Month-on-month increased by 1.58. The value is 0.30 beyond the 2.5 critical boundary. A strong statistical anomaly is detected (z-score = 9.67).,Review complaint themes and service bottlenecks.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Complaint Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-02-01,PX_SATISFACTION,Patient Satisfaction Score,Patient Experience,79.38,Normal,84.72,-5.34,Worsening,75.0,70.0,4.38,None,0,0,6,Rolling six-month z-score,-3.44,Strong Anomaly,Low,Patient Satisfaction Score Shows Strong Negative Anomaly,Patient Satisfaction Score is 79.38. Status is Normal. Month-on-month decreased by 5.34. A strong statistical anomaly is detected (z-score = -3.44). Deterioration has continued for 6 consecutive months.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Satisfaction Score uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-02-01,WF_ABSENCE_RATE,Staff Absenteeism Rate,Workforce,6.76,Normal,6.43,0.33,Worsening,7.5,9.5,0.74,None,0,0,6,Rolling six-month z-score,2.17,Strong Anomaly,Medium,Staff Absenteeism Rate Shows Strong Negative Anomaly,Staff Absenteeism Rate is 6.76. Status is Normal. Month-on-month increased by 0.33. A strong statistical anomaly is detected (z-score = 2.17). Deterioration has continued for 6 consecutive months.,Review workforce availability and absence patterns.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staff Absenteeism Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-02-01,WF_STAFF_LEVEL,Staffing Level,Workforce,93.24,Normal,93.57,-0.33,Worsening,92.0,90.0,1.24,None,0,0,6,Rolling six-month z-score,-2.17,Strong Anomaly,Medium,Staffing Level Shows Strong Negative Anomaly,Staffing Level is 93.24. Status is Normal. Month-on-month decreased by 0.33. A strong statistical anomaly is detected (z-score = -2.17). Deterioration has continued for 6 consecutive months.,Review workforce availability and absence patterns.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staffing Level uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-03-01,OP_BED_OCCUPANCY,Bed Occupancy Rate,Operations,83.24,Normal,81.35,1.89,Worsening,85.0,90.0,1.76,None,0,0,1,Rolling six-month z-score,1.79,Moderate Anomaly,Low,Bed Occupancy Rate Shows Statistical Anomaly,Bed Occupancy Rate is 83.24. Status is Normal. Month-on-month increased by 1.89. A moderate statistical anomaly is detected (z-score = 1.79).,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Bed Occupancy Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-03-01,OP_WAIT_TIME,Average Patient Waiting Time,Operations,55.16,Warning,45.4,9.76,Worsening,50.0,60.0,-5.16,Warning,1,0,4,Rolling six-month z-score,4.18,Strong Anomaly,High,Average Patient Waiting Time Deteriorating for 4 Consecutive Months,Average Patient Waiting Time is 55.16 Minutes. Status is Warning for the first consecutive month. Month-on-month increased by 9.76. The value is 5.16 beyond the 50.0 warning boundary. A strong statistical anomaly is detected (z-score = 4.18). Deterioration has continued for 4 consecutive months.,Examine queue pressure by service area.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Average Patient Waiting Time uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-03-01,PX_COMPLAINT_RATE,Patient Complaint Rate,Patient Experience,2.35,Warning,2.8,-0.45,Improving,2.0,2.5,-0.35,Warning,2,0,0,Rolling six-month z-score,1.39,Normal,Medium,Patient Complaint Rate Entered Warning Range,Patient Complaint Rate is 2.35. Status is Warning for the second consecutive month. Month-on-month decreased by 0.45. The value is 0.35 beyond the 2.0 warning boundary.,Review complaint themes and service bottlenecks.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Complaint Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-03-01,PX_SATISFACTION,Patient Satisfaction Score,Patient Experience,67.93,Critical,79.38,-11.45,Worsening,75.0,70.0,-7.07,Critical,1,1,7,Rolling six-month z-score,-4.2,Strong Anomaly,High,Patient Satisfaction Score Reached Critical Level,Patient Satisfaction Score is 67.93. Status is Critical for the first consecutive month. Month-on-month decreased by 11.45. The value is 2.07 beyond the 70.0 critical boundary. A strong statistical anomaly is detected (z-score = -4.2). Deterioration has continued for 7 consecutive months.,Review complaint themes and service bottlenecks.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Satisfaction Score uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
