bed_record_id,hospital_id,hospital_name,record_date,ward,licensed_beds,blocked_beds,usable_beds,opening_occupied_beds,admissions,transfers_in,discharges,transfers_out,deaths_or_other_exits,closing_occupied_beds,occupancy_rate_pct,occupancy_status,source_system,synthetic_flag
BED001656,KPJ_01,JCORP Specialist Hospital,2025-08-18,Paediatric Ward,40,0,40,25,3,0,3,0,0,25,62.5,Underutilised,Bed Management System,True
BED001657,KPJ_01,JCORP Specialist Hospital,2025-08-19,Medical Ward,60,0,60,46,6,1,4,1,0,48,80.0,Normal,Bed Management System,True
BED001658,KPJ_01,JCORP Specialist Hospital,2025-08-19,Surgical Ward,55,2,53,43,5,1,4,1,2,42,79.25,Normal,Bed Management System,True
BED001659,KPJ_01,JCORP Specialist Hospital,2025-08-19,Maternity Ward,45,0,45,29,3,0,3,0,0,29,64.44,Underutilised,Bed Management System,True
BED001660,KPJ_01,JCORP Specialist Hospital,2025-08-19,Paediatric Ward,40,0,40,25,3,0,2,0,0,26,65.0,Underutilised,Bed Management System,True
BED001661,KPJ_01,JCORP Specialist Hospital,2025-08-20,Medical Ward,60,0,60,48,4,1,4,1,0,48,80.0,Normal,Bed Management System,True
BED001662,KPJ_01,JCORP Specialist Hospital,2025-08-20,Surgical Ward,55,0,55,42,4,1,4,1,0,42,76.36,Normal,Bed Management System,True
BED001663,KPJ_01,JCORP Specialist Hospital,2025-08-20,Maternity Ward,45,0,45,29,3,0,3,0,0,29,64.44,Underutilised,Bed Management System,True
BED001664,KPJ_01,JCORP Specialist Hospital,2025-08-20,Paediatric Ward,40,1,39,26,2,0,2,0,0,26,66.67,Underutilised,Bed Management System,True
BED001665,KPJ_01,JCORP Specialist Hospital,2025-08-21,Medical Ward,60,0,60,48,4,1,3,1,1,48,80.0,Normal,Bed Management System,True
BED001666,KPJ_01,JCORP Specialist Hospital,2025-08-21,Surgical Ward,55,0,55,42,3,1,2,0,2,42,76.36,Normal,Bed Management System,True
BED001667,KPJ_01,JCORP Specialist Hospital,2025-08-21,Maternity Ward,45,1,44,29,3,0,2,0,0,30,68.18,Underutilised,Bed Management System,True
BED001668,KPJ_01,JCORP Specialist Hospital,2025-08-21,Paediatric Ward,40,1,39,26,2,0,1,0,0,27,69.23,Underutilised,Bed Management System,True
BED001669,KPJ_01,JCORP Specialist Hospital,2025-08-22,Medical Ward,60,0,60,48,6,1,7,1,0,47,78.33,Normal,Bed Management System,True
BED001670,KPJ_01,JCORP Specialist Hospital,2025-08-22,Surgical Ward,55,0,55,42,5,1,6,1,0,41,74.55,Underutilised,Bed Management System,True
BED001671,KPJ_01,JCORP Specialist Hospital,2025-08-22,Maternity Ward,45,0,45,30,4,1,5,1,0,29,64.44,Underutilised,Bed Management System,True
BED001672,KPJ_01,JCORP Specialist Hospital,2025-08-22,Paediatric Ward,40,0,40,27,3,0,3,0,0,27,67.5,Underutilised,Bed Management System,True
BED001673,KPJ_01,JCORP Specialist Hospital,2025-08-23,Medical Ward,60,1,59,47,3,1,3,1,0,47,79.66,Normal,Bed Management System,True
BED001674,KPJ_01,JCORP Specialist Hospital,2025-08-23,Surgical Ward,55,0,55,41,3,0,3,0,0,41,74.55,Underutilised,Bed Management System,True
BED001675,KPJ_01,JCORP Specialist Hospital,2025-08-23,Maternity Ward,45,0,45,29,2,0,2,0,0,29,64.44,Underutilised,Bed Management System,True
BED001676,KPJ_01,JCORP Specialist Hospital,2025-08-23,Paediatric Ward,40,0,40,27,2,0,1,0,0,28,70.0,Underutilised,Bed Management System,True
BED001677,KPJ_01,JCORP Specialist Hospital,2025-08-24,Medical Ward,60,1,59,47,6,0,6,0,0,47,79.66,Normal,Bed Management System,True
BED001678,KPJ_01,JCORP Specialist Hospital,2025-08-24,Surgical Ward,55,0,55,41,6,0,5,0,0,42,76.36,Normal,Bed Management System,True
BED001679,KPJ_01,JCORP Specialist Hospital,2025-08-24,Maternity Ward,45,1,44,29,4,0,3,0,0,30,68.18,Underutilised,Bed Management System,True
BED001680,KPJ_01,JCORP Specialist Hospital,2025-08-24,Paediatric Ward,40,0,40,28,3,0,3,0,0,28,70.0,Underutilised,Bed Management System,True
BED001681,KPJ_01,JCORP Specialist Hospital,2025-08-25,Medical Ward,60,0,60,47,5,1,4,0,1,48,80.0,Normal,Bed Management System,True
BED001682,KPJ_01,JCORP Specialist Hospital,2025-08-25,Surgical Ward,55,1,54,42,4,1,3,0,1,43,79.63,Normal,Bed Management System,True
BED001683,KPJ_01,JCORP Specialist Hospital,2025-08-25,Maternity Ward,45,0,45,30,3,1,2,0,0,32,71.11,Underutilised,Bed Management System,True
BED001684,KPJ_01,JCORP Specialist Hospital,2025-08-25,Paediatric Ward,40,0,40,28,2,0,2,0,0,28,70.0,Underutilised,Bed Management System,True
BED001685,KPJ_01,JCORP Specialist Hospital,2025-08-26,Medical Ward,60,1,59,48,7,1,6,1,2,47,79.66,Normal,Bed Management System,True
BED001686,KPJ_01,JCORP Specialist Hospital,2025-08-26,Surgical Ward,55,1,54,43,6,1,6,1,0,43,79.63,Normal,Bed Management System,True
BED001687,KPJ_01,JCORP Specialist Hospital,2025-08-26,Maternity Ward,45,0,45,32,4,0,4,0,0,32,71.11,Underutilised,Bed Management System,True
BED001688,KPJ_01,JCORP Specialist Hospital,2025-08-26,Paediatric Ward,40,0,40,28,3,0,3,0,0,28,70.0,Underutilised,Bed Management System,True
BED001689,KPJ_01,JCORP Specialist Hospital,2025-08-27,Medical Ward,60,0,60,47,5,1,5,1,0,47,78.33,Normal,Bed Management System,True
BED001690,KPJ_01,JCORP Specialist Hospital,2025-08-27,Surgical Ward,55,2,53,43,5,0,5,1,0,42,79.25,Normal,Bed Management System,True
BED001691,KPJ_01,JCORP Specialist Hospital,2025-08-27,Maternity Ward,45,0,45,32,3,0,3,0,0,32,71.11,Underutilised,Bed Management System,True
BED001692,KPJ_01,JCORP Specialist Hospital,2025-08-27,Paediatric Ward,40,0,40,28,3,0,3,0,0,28,70.0,Underutilised,Bed Management System,True
BED001693,KPJ_01,JCORP Specialist Hospital,2025-08-28,Medical Ward,60,0,60,47,5,1,5,1,0,47,78.33,Normal,Bed Management System,True
BED001694,KPJ_01,JCORP Specialist Hospital,2025-08-28,Surgical Ward,55,2,53,42,4,0,5,0,0,41,77.36,Normal,Bed Management System,True
BED001695,KPJ_01,JCORP Specialist Hospital,2025-08-28,Maternity Ward,45,0,45,32,3,0,3,0,0,32,71.11,Underutilised,Bed Management System,True
BED001696,KPJ_01,JCORP Specialist Hospital,2025-08-28,Paediatric Ward,40,3,37,28,3,0,3,0,0,28,75.68,Normal,Bed Management System,True
BED001697,KPJ_01,JCORP Specialist Hospital,2025-08-29,Medical Ward,60,2,58,47,5,1,5,1,1,46,79.31,Normal,Bed Management System,True
BED001698,KPJ_01,JCORP Specialist Hospital,2025-08-29,Surgical Ward,55,2,53,41,4,0,4,1,0,40,75.47,Normal,Bed Management System,True
BED001699,KPJ_01,JCORP Specialist Hospital,2025-08-29,Maternity Ward,45,3,42,32,3,0,3,0,0,32,76.19,Normal,Bed Management System,True
BED001700,KPJ_01,JCORP Specialist Hospital,2025-08-29,Paediatric Ward,40,0,40,28,2,0,2,0,0,28,70.0,Underutilised,Bed Management System,True
BED001701,KPJ_01,JCORP Specialist Hospital,2025-08-30,Medical Ward,60,0,60,46,5,1,4,1,0,47,78.33,Normal,Bed Management System,True
BED001702,KPJ_01,JCORP Specialist Hospital,2025-08-30,Surgical Ward,55,1,54,40,4,1,4,0,0,41,75.93,Normal,Bed Management System,True
BED001703,KPJ_01,JCORP Specialist Hospital,2025-08-30,Maternity Ward,45,2,43,32,3,1,3,0,1,32,74.42,Underutilised,Bed Management System,True
BED001704,KPJ_01,JCORP Specialist Hospital,2025-08-30,Paediatric Ward,40,0,40,28,3,0,2,0,0,29,72.5,Underutilised,Bed Management System,True
BED001705,KPJ_01,JCORP Specialist Hospital,2025-08-31,Medical Ward,60,0,60,47,4,1,4,0,0,48,80.0,Normal,Bed Management System,True
BED001706,KPJ_01,JCORP Specialist Hospital,2025-08-31,Surgical Ward,55,0,55,41,4,1,3,0,0,43,78.18,Normal,Bed Management System,True
BED001707,KPJ_01,JCORP Specialist Hospital,2025-08-31,Maternity Ward,45,0,45,32,3,0,2,0,0,33,73.33,Underutilised,Bed Management System,True
BED001708,KPJ_01,JCORP Specialist Hospital,2025-08-31,Paediatric Ward,40,0,40,29,2,0,2,0,0,29,72.5,Underutilised,Bed Management System,True
BED001709,KPJ_01,JCORP Specialist Hospital,2025-09-01,Medical Ward,60,0,60,48,4,0,4,1,0,47,78.33,Normal,Bed Management System,True
BED001710,KPJ_01,JCORP Specialist Hospital,2025-09-01,Surgical Ward,55,0,55,43,4,0,3,0,0,44,80.0,Normal,Bed Management System,True
BED001711,KPJ_01,JCORP Specialist Hospital,2025-09-01,Maternity Ward,45,1,44,33,3,0,2,0,0,34,77.27,Normal,Bed Management System,True
BED001712,KPJ_01,JCORP Specialist Hospital,2025-09-01,Paediatric Ward,40,0,40,29,2,0,2,0,0,29,72.5,Underutilised,Bed Management System,True
BED001713,KPJ_01,JCORP Specialist Hospital,2025-09-02,Medical Ward,60,0,60,47,6,1,5,1,0,48,80.0,Normal,Bed Management System,True
BED001714,KPJ_01,JCORP Specialist Hospital,2025-09-02,Surgical Ward,55,2,53,44,5,1,5,1,2,42,79.25,Normal,Bed Management System,True
BED001715,KPJ_01,JCORP Specialist Hospital,2025-09-02,Maternity Ward,45,0,45,34,3,0,3,0,0,34,75.56,Normal,Bed Management System,True
BED001716,KPJ_01,JCORP Specialist Hospital,2025-09-02,Paediatric Ward,40,1,39,29,3,0,3,0,0,29,74.36,Underutilised,Bed Management System,True
BED001717,KPJ_01,JCORP Specialist Hospital,2025-09-03,Medical Ward,60,0,60,48,6,1,6,1,0,48,80.0,Normal,Bed Management System,True
BED001718,KPJ_01,JCORP Specialist Hospital,2025-09-03,Surgical Ward,55,0,55,42,5,1,5,1,1,41,74.55,Underutilised,Bed Management System,True
BED001719,KPJ_01,JCORP Specialist Hospital,2025-09-03,Maternity Ward,45,1,44,34,4,1,3,0,3,33,75.0,Normal,Bed Management System,True
BED001720,KPJ_01,JCORP Specialist Hospital,2025-09-03,Paediatric Ward,40,0,40,29,3,1,3,0,0,30,75.0,Normal,Bed Management System,True
BED001721,KPJ_01,JCORP Specialist Hospital,2025-09-04,Medical Ward,60,0,60,48,6,1,5,1,1,48,80.0,Normal,Bed Management System,True
BED001722,KPJ_01,JCORP Specialist Hospital,2025-09-04,Surgical Ward,55,0,55,41,5,1,5,1,0,41,74.55,Underutilised,Bed Management System,True
BED001723,KPJ_01,JCORP Specialist Hospital,2025-09-04,Maternity Ward,45,0,45,33,3,0,3,1,0,32,71.11,Underutilised,Bed Management System,True
BED001724,KPJ_01,JCORP Specialist Hospital,2025-09-04,Paediatric Ward,40,0,40,30,3,0,3,0,1,29,72.5,Underutilised,Bed Management System,True
BED001725,KPJ_01,JCORP Specialist Hospital,2025-09-05,Medical Ward,60,1,59,48,5,1,5,0,2,47,79.66,Normal,Bed Management System,True
BED001726,KPJ_01,JCORP Specialist Hospital,2025-09-05,Surgical Ward,55,2,53,41,5,1,4,0,1,42,79.25,Normal,Bed Management System,True
BED001727,KPJ_01,JCORP Specialist Hospital,2025-09-05,Maternity Ward,45,0,45,32,3,0,3,0,0,32,71.11,Underutilised,Bed Management System,True
BED001728,KPJ_01,JCORP Specialist Hospital,2025-09-05,Paediatric Ward,40,0,40,29,3,0,3,0,0,29,72.5,Underutilised,Bed Management System,True
BED001729,KPJ_01,JCORP Specialist Hospital,2025-09-06,Medical Ward,60,1,59,47,5,1,5,1,0,47,79.66,Normal,Bed Management System,True
BED001730,KPJ_01,JCORP Specialist Hospital,2025-09-06,Surgical Ward,55,2,53,42,4,1,4,0,1,42,79.25,Normal,Bed Management System,True
BED001731,KPJ_01,JCORP Specialist Hospital,2025-09-06,Maternity Ward,45,0,45,32,3,0,3,0,0,32,71.11,Underutilised,Bed Management System,True
BED001732,KPJ_01,JCORP Specialist Hospital,2025-09-06,Paediatric Ward,40,0,40,29,3,0,3,0,0,29,72.5,Underutilised,Bed Management System,True
BED001733,KPJ_01,JCORP Specialist Hospital,2025-09-07,Medical Ward,60,0,60,47,5,1,4,1,0,48,80.0,Normal,Bed Management System,True
BED001734,KPJ_01,JCORP Specialist Hospital,2025-09-07,Surgical Ward,55,0,55,42,4,1,3,1,0,43,78.18,Normal,Bed Management System,True
BED001735,KPJ_01,JCORP Specialist Hospital,2025-09-07,Maternity Ward,45,0,45,32,3,0,2,0,0,33,73.33,Underutilised,Bed Management System,True
BED001736,KPJ_01,JCORP Specialist Hospital,2025-09-07,Paediatric Ward,40,2,38,29,2,0,2,0,0,29,76.32,Normal,Bed Management System,True
BED001737,KPJ_01,JCORP Specialist Hospital,2025-09-08,Medical Ward,60,0,60,48,5,1,6,1,0,47,78.33,Normal,Bed Management System,True
BED001738,KPJ_01,JCORP Specialist Hospital,2025-09-08,Surgical Ward,55,3,52,43,5,1,5,0,3,41,78.85,Normal,Bed Management System,True
BED001739,KPJ_01,JCORP Specialist Hospital,2025-09-08,Maternity Ward,45,2,43,33,3,1,3,0,1,33,76.74,Normal,Bed Management System,True
BED001740,KPJ_01,JCORP Specialist Hospital,2025-09-08,Paediatric Ward,40,1,39,29,3,0,3,0,0,29,74.36,Underutilised,Bed Management System,True
BED001741,KPJ_01,JCORP Specialist Hospital,2025-09-09,Medical Ward,60,1,59,47,4,1,4,1,0,47,79.66,Normal,Bed Management System,True
BED001742,KPJ_01,JCORP Specialist Hospital,2025-09-09,Surgical Ward,55,0,55,41,4,0,3,1,1,40,72.73,Underutilised,Bed Management System,True
BED001743,KPJ_01,JCORP Specialist Hospital,2025-09-09,Maternity Ward,45,0,45,33,3,0,2,0,0,34,75.56,Normal,Bed Management System,True
BED001744,KPJ_01,JCORP Specialist Hospital,2025-09-09,Paediatric Ward,40,1,39,29,2,0,2,0,0,29,74.36,Underutilised,Bed Management System,True
BED001745,KPJ_01,JCORP Specialist Hospital,2025-09-10,Medical Ward,60,0,60,47,4,1,6,1,0,45,75.0,Normal,Bed Management System,True
BED001746,KPJ_01,JCORP Specialist Hospital,2025-09-10,Surgical Ward,55,0,55,40,4,1,5,1,0,39,70.91,Underutilised,Bed Management System,True
BED001747,KPJ_01,JCORP Specialist Hospital,2025-09-10,Maternity Ward,45,0,45,34,3,0,3,0,0,34,75.56,Normal,Bed Management System,True
BED001748,KPJ_01,JCORP Specialist Hospital,2025-09-10,Paediatric Ward,40,0,40,29,2,0,3,0,0,28,70.0,Underutilised,Bed Management System,True
BED001749,KPJ_01,JCORP Specialist Hospital,2025-09-11,Medical Ward,60,0,60,45,4,1,5,1,0,44,73.33,Underutilised,Bed Management System,True
BED001750,KPJ_01,JCORP Specialist Hospital,2025-09-11,Surgical Ward,55,0,55,39,4,0,5,0,0,38,69.09,Underutilised,Bed Management System,True
BED001751,KPJ_01,JCORP Specialist Hospital,2025-09-11,Maternity Ward,45,0,45,34,3,0,3,0,0,34,75.56,Normal,Bed Management System,True
BED001752,KPJ_01,JCORP Specialist Hospital,2025-09-11,Paediatric Ward,40,3,37,28,2,0,3,0,0,27,72.97,Underutilised,Bed Management System,True
BED001753,KPJ_01,JCORP Specialist Hospital,2025-09-12,Medical Ward,60,1,59,44,4,1,4,1,0,44,74.58,Underutilised,Bed Management System,True
BED001754,KPJ_01,JCORP Specialist Hospital,2025-09-12,Surgical Ward,55,1,54,38,4,1,3,1,0,39,72.22,Underutilised,Bed Management System,True
BED001755,KPJ_01,JCORP Specialist Hospital,2025-09-12,Maternity Ward,45,1,44,34,3,0,3,0,0,34,77.27,Normal,Bed Management System,True
BED001756,KPJ_01,JCORP Specialist Hospital,2025-09-12,Paediatric Ward,40,0,40,27,2,0,2,0,1,26,65.0,Underutilised,Bed Management System,True
BED001757,KPJ_01,JCORP Specialist Hospital,2025-09-13,Medical Ward,60,1,59,44,5,1,4,1,0,45,76.27,Normal,Bed Management System,True
BED001758,KPJ_01,JCORP Specialist Hospital,2025-09-13,Surgical Ward,55,0,55,39,4,1,4,1,0,39,70.91,Underutilised,Bed Management System,True
BED001759,KPJ_01,JCORP Specialist Hospital,2025-09-13,Maternity Ward,45,1,44,34,3,1,3,0,1,34,77.27,Normal,Bed Management System,True
BED001760,KPJ_01,JCORP Specialist Hospital,2025-09-13,Paediatric Ward,40,0,40,26,3,0,2,0,0,27,67.5,Underutilised,Bed Management System,True
BED001761,KPJ_01,JCORP Specialist Hospital,2025-09-14,Medical Ward,60,0,60,45,4,1,3,1,0,46,76.67,Normal,Bed Management System,True
BED001762,KPJ_01,JCORP Specialist Hospital,2025-09-14,Surgical Ward,55,0,55,39,3,1,3,1,0,39,70.91,Underutilised,Bed Management System,True
BED001763,KPJ_01,JCORP Specialist Hospital,2025-09-14,Maternity Ward,45,0,45,34,2,0,2,0,0,34,75.56,Normal,Bed Management System,True
BED001764,KPJ_01,JCORP Specialist Hospital,2025-09-14,Paediatric Ward,40,1,39,27,2,0,1,0,0,28,71.79,Underutilised,Bed Management System,True
BED001765,KPJ_01,JCORP Specialist Hospital,2025-09-15,Medical Ward,60,2,58,46,6,0,5,1,1,45,77.59,Normal,Bed Management System,True
BED001766,KPJ_01,JCORP Specialist Hospital,2025-09-15,Surgical Ward,55,2,53,39,5,0,5,0,0,39,73.58,Underutilised,Bed Management System,True
BED001767,KPJ_01,JCORP Specialist Hospital,2025-09-15,Maternity Ward,45,2,43,34,4,0,3,0,2,33,76.74,Normal,Bed Management System,True
BED001768,KPJ_01,JCORP Specialist Hospital,2025-09-15,Paediatric Ward,40,0,40,28,3,0,3,0,0,28,70.0,Underutilised,Bed Management System,True
BED001769,KPJ_01,JCORP Specialist Hospital,2025-09-16,Medical Ward,60,0,60,45,4,1,4,1,0,45,75.0,Normal,Bed Management System,True
BED001770,KPJ_01,JCORP Specialist Hospital,2025-09-16,Surgical Ward,55,1,54,39,4,1,4,0,0,40,74.07,Underutilised,Bed Management System,True
BED001771,KPJ_01,JCORP Specialist Hospital,2025-09-16,Maternity Ward,45,1,44,33,3,0,3,0,0,33,75.0,Normal,Bed Management System,True
BED001772,KPJ_01,JCORP Specialist Hospital,2025-09-16,Paediatric Ward,40,0,40,28,2,0,2,0,0,28,70.0,Underutilised,Bed Management System,True
BED001773,KPJ_01,JCORP Specialist Hospital,2025-09-17,Medical Ward,60,2,58,45,6,1,6,0,0,46,79.31,Normal,Bed Management System,True
BED001774,KPJ_01,JCORP Specialist Hospital,2025-09-17,Surgical Ward,55,1,54,40,6,0,5,0,0,41,75.93,Normal,Bed Management System,True
BED001775,KPJ_01,JCORP Specialist Hospital,2025-09-17,Maternity Ward,45,1,44,33,4,0,4,0,0,33,75.0,Normal,Bed Management System,True
BED001776,KPJ_01,JCORP Specialist Hospital,2025-09-17,Paediatric Ward,40,1,39,28,3,0,3,0,0,28,71.79,Underutilised,Bed Management System,True
BED001777,KPJ_01,JCORP Specialist Hospital,2025-09-18,Medical Ward,60,0,60,46,6,1,7,1,0,45,75.0,Normal,Bed Management System,True
BED001778,KPJ_01,JCORP Specialist Hospital,2025-09-18,Surgical Ward,55,2,53,41,5,1,6,1,0,40,75.47,Normal,Bed Management System,True
BED001779,KPJ_01,JCORP Specialist Hospital,2025-09-18,Maternity Ward,45,0,45,33,3,0,4,0,1,31,68.89,Underutilised,Bed Management System,True
BED001780,KPJ_01,JCORP Specialist Hospital,2025-09-18,Paediatric Ward,40,3,37,28,3,0,3,0,0,28,75.68,Normal,Bed Management System,True
BED001781,KPJ_01,JCORP Specialist Hospital,2025-09-19,Medical Ward,60,0,60,45,6,1,6,0,0,46,76.67,Normal,Bed Management System,True
BED001782,KPJ_01,JCORP Specialist Hospital,2025-09-19,Surgical Ward,55,0,55,40,5,1,5,0,0,41,74.55,Underutilised,Bed Management System,True
BED001783,KPJ_01,JCORP Specialist Hospital,2025-09-19,Maternity Ward,45,1,44,31,3,0,3,0,0,31,70.45,Underutilised,Bed Management System,True
BED001784,KPJ_01,JCORP Specialist Hospital,2025-09-19,Paediatric Ward,40,2,38,28,3,0,3,0,0,28,73.68,Underutilised,Bed Management System,True
BED001785,KPJ_01,JCORP Specialist Hospital,2025-09-20,Medical Ward,60,0,60,46,6,1,5,1,0,47,78.33,Normal,Bed Management System,True
BED001786,KPJ_01,JCORP Specialist Hospital,2025-09-20,Surgical Ward,55,0,55,41,5,0,4,0,0,42,76.36,Normal,Bed Management System,True
BED001787,KPJ_01,JCORP Specialist Hospital,2025-09-20,Maternity Ward,45,1,44,31,3,0,3,0,0,31,70.45,Underutilised,Bed Management System,True
BED001788,KPJ_01,JCORP Specialist Hospital,2025-09-20,Paediatric Ward,40,0,40,28,3,0,2,0,0,29,72.5,Underutilised,Bed Management System,True
BED001789,KPJ_01,JCORP Specialist Hospital,2025-09-21,Medical Ward,60,2,58,47,5,1,4,1,1,47,81.03,Normal,Bed Management System,True
BED001790,KPJ_01,JCORP Specialist Hospital,2025-09-21,Surgical Ward,55,0,55,42,4,0,4,1,0,41,74.55,Underutilised,Bed Management System,True
BED001791,KPJ_01,JCORP Specialist Hospital,2025-09-21,Maternity Ward,45,0,45,31,3,0,3,0,0,31,68.89,Underutilised,Bed Management System,True
BED001792,KPJ_01,JCORP Specialist Hospital,2025-09-21,Paediatric Ward,40,0,40,29,2,0,2,0,1,28,70.0,Underutilised,Bed Management System,True
BED001793,KPJ_01,JCORP Specialist Hospital,2025-09-22,Medical Ward,60,0,60,47,5,1,4,1,1,47,78.33,Normal,Bed Management System,True
BED001794,KPJ_01,JCORP Specialist Hospital,2025-09-22,Surgical Ward,55,0,55,41,4,1,4,1,0,41,74.55,Underutilised,Bed Management System,True
BED001795,KPJ_01,JCORP Specialist Hospital,2025-09-22,Maternity Ward,45,1,44,31,3,0,3,0,0,31,70.45,Underutilised,Bed Management System,True
BED001796,KPJ_01,JCORP Specialist Hospital,2025-09-22,Paediatric Ward,40,0,40,28,3,0,2,0,0,29,72.5,Underutilised,Bed Management System,True
BED001797,KPJ_01,JCORP Specialist Hospital,2025-09-23,Medical Ward,60,1,59,47,4,1,5,1,0,46,77.97,Normal,Bed Management System,True
BED001798,KPJ_01,JCORP Specialist Hospital,2025-09-23,Surgical Ward,55,0,55,41,4,0,5,0,0,40,72.73,Underutilised,Bed Management System,True
BED001799,KPJ_01,JCORP Specialist Hospital,2025-09-23,Maternity Ward,45,0,45,31,3,0,3,0,0,31,68.89,Underutilised,Bed Management System,True
BED001800,KPJ_01,JCORP Specialist Hospital,2025-09-23,Paediatric Ward,40,3,37,29,2,0,3,0,0,28,75.68,Normal,Bed Management System,True
BED001801,KPJ_01,JCORP Specialist Hospital,2025-09-24,Medical Ward,60,0,60,46,5,1,5,1,0,46,76.67,Normal,Bed Management System,True
BED001802,KPJ_01,JCORP Specialist Hospital,2025-09-24,Surgical Ward,55,1,54,40,5,0,4,0,0,41,75.93,Normal,Bed Management System,True
BED001803,KPJ_01,JCORP Specialist Hospital,2025-09-24,Maternity Ward,45,2,43,31,3,0,3,0,0,31,72.09,Underutilised,Bed Management System,True
BED001804,KPJ_01,JCORP Specialist Hospital,2025-09-24,Paediatric Ward,40,0,40,28,3,0,3,0,0,28,70.0,Underutilised,Bed Management System,True
BED001805,KPJ_01,JCORP Specialist Hospital,2025-09-25,Medical Ward,60,0,60,46,5,1,5,0,0,47,78.33,Normal,Bed Management System,True
BED001806,KPJ_01,JCORP Specialist Hospital,2025-09-25,Surgical Ward,55,0,55,41,4,0,4,0,0,41,74.55,Underutilised,Bed Management System,True
BED001807,KPJ_01,JCORP Specialist Hospital,2025-09-25,Maternity Ward,45,1,44,31,3,0,3,0,0,31,70.45,Underutilised,Bed Management System,True
BED001808,KPJ_01,JCORP Specialist Hospital,2025-09-25,Paediatric Ward,40,0,40,28,2,0,2,0,0,28,70.0,Underutilised,Bed Management System,True
BED001809,KPJ_01,JCORP Specialist Hospital,2025-09-26,Medical Ward,60,2,58,47,6,1,6,1,0,47,81.03,Normal,Bed Management System,True
BED001810,KPJ_01,JCORP Specialist Hospital,2025-09-26,Surgical Ward,55,0,55,41,5,1,5,1,0,41,74.55,Underutilised,Bed Management System,True
BED001811,KPJ_01,JCORP Specialist Hospital,2025-09-26,Maternity Ward,45,0,45,31,4,0,3,1,0,31,68.89,Underutilised,Bed Management System,True
BED001812,KPJ_01,JCORP Specialist Hospital,2025-09-26,Paediatric Ward,40,1,39,28,3,0,3,0,0,28,71.79,Underutilised,Bed Management System,True
BED001813,KPJ_01,JCORP Specialist Hospital,2025-09-27,Medical Ward,60,0,60,47,6,1,7,1,0,46,76.67,Normal,Bed Management System,True
BED001814,KPJ_01,JCORP Specialist Hospital,2025-09-27,Surgical Ward,55,0,55,41,5,1,6,1,0,40,72.73,Underutilised,Bed Management System,True
BED001815,KPJ_01,JCORP Specialist Hospital,2025-09-27,Maternity Ward,45,0,45,31,4,0,5,0,0,30,66.67,Underutilised,Bed Management System,True
BED001816,KPJ_01,JCORP Specialist Hospital,2025-09-27,Paediatric Ward,40,0,40,28,3,0,3,0,0,28,70.0,Underutilised,Bed Management System,True
BED001817,KPJ_01,JCORP Specialist Hospital,2025-09-28,Medical Ward,60,1,59,46,5,1,5,1,0,46,77.97,Normal,Bed Management System,True
BED001818,KPJ_01,JCORP Specialist Hospital,2025-09-28,Surgical Ward,55,0,55,40,4,1,4,0,0,41,74.55,Underutilised,Bed Management System,True
BED001819,KPJ_01,JCORP Specialist Hospital,2025-09-28,Maternity Ward,45,0,45,30,3,0,3,0,0,30,66.67,Underutilised,Bed Management System,True
BED001820,KPJ_01,JCORP Specialist Hospital,2025-09-28,Paediatric Ward,40,0,40,28,3,0,3,0,0,28,70.0,Underutilised,Bed Management System,True
BED001821,KPJ_01,JCORP Specialist Hospital,2025-09-29,Medical Ward,60,0,60,46,5,1,6,1,0,45,75.0,Normal,Bed Management System,True
BED001822,KPJ_01,JCORP Specialist Hospital,2025-09-29,Surgical Ward,55,0,55,41,4,1,5,1,0,40,72.73,Underutilised,Bed Management System,True
BED001823,KPJ_01,JCORP Specialist Hospital,2025-09-29,Maternity Ward,45,2,43,30,3,0,3,0,0,30,69.77,Underutilised,Bed Management System,True
BED001824,KPJ_01,JCORP Specialist Hospital,2025-09-29,Paediatric Ward,40,1,39,28,3,0,3,0,0,28,71.79,Underutilised,Bed Management System,True
BED001825,KPJ_01,JCORP Specialist Hospital,2025-09-30,Medical Ward,60,2,58,45,3,1,3,1,1,44,75.86,Normal,Bed Management System,True
BED001826,KPJ_01,JCORP Specialist Hospital,2025-09-30,Surgical Ward,55,0,55,40,3,1,3,1,0,40,72.73,Underutilised,Bed Management System,True
BED001827,KPJ_01,JCORP Specialist Hospital,2025-09-30,Maternity Ward,45,1,44,30,2,1,2,0,0,31,70.45,Underutilised,Bed Management System,True
BED001828,KPJ_01,JCORP Specialist Hospital,2025-09-30,Paediatric Ward,40,0,40,28,2,0,1,0,0,29,72.5,Underutilised,Bed Management System,True
BED001829,KPJ_01,JCORP Specialist Hospital,2025-10-01,Medical Ward,60,3,57,44,6,1,6,1,0,44,77.19,Normal,Bed Management System,True
BED001830,KPJ_01,JCORP Specialist Hospital,2025-10-01,Surgical Ward,55,2,53,40,5,0,5,1,0,39,73.58,Underutilised,Bed Management System,True
BED001831,KPJ_01,JCORP Specialist Hospital,2025-10-01,Maternity Ward,45,0,45,31,4,0,3,1,0,31,68.89,Underutilised,Bed Management System,True
BED001832,KPJ_01,JCORP Specialist Hospital,2025-10-01,Paediatric Ward,40,0,40,29,3,0,3,0,0,29,72.5,Underutilised,Bed Management System,True
