encounter_record_id,hospital_id,hospital_name,encounter_date,service_area,encounter_type,patient_encounters,queue_eligible_encounters,survey_eligible_encounters,admissions,discharges,transfers_in,transfers_out,source_system,synthetic_flag
EN001150,KPJ_01,JCORP Specialist Hospital,2025-07-19,Emergency Department,Emergency,168,154,56,0,0,0,0,Hospital Information System,True
EN001151,KPJ_01,JCORP Specialist Hospital,2025-07-19,Outpatient Department,Outpatient,125,120,88,0,0,0,0,Hospital Information System,True
EN001152,KPJ_01,JCORP Specialist Hospital,2025-07-19,Inpatient Wards,Inpatient,86,0,45,14,13,1,0,Hospital Information System,True
EN001153,KPJ_01,JCORP Specialist Hospital,2025-07-20,Emergency Department,Emergency,173,158,52,0,0,0,0,Hospital Information System,True
EN001154,KPJ_01,JCORP Specialist Hospital,2025-07-20,Outpatient Department,Outpatient,112,107,89,0,0,0,0,Hospital Information System,True
EN001155,KPJ_01,JCORP Specialist Hospital,2025-07-20,Inpatient Wards,Inpatient,69,0,39,12,10,2,1,Hospital Information System,True
EN001156,KPJ_01,JCORP Specialist Hospital,2025-07-21,Emergency Department,Emergency,163,149,49,0,0,0,0,Hospital Information System,True
EN001157,KPJ_01,JCORP Specialist Hospital,2025-07-21,Outpatient Department,Outpatient,311,299,235,0,0,0,0,Hospital Information System,True
EN001158,KPJ_01,JCORP Specialist Hospital,2025-07-21,Inpatient Wards,Inpatient,83,0,44,12,13,2,1,Hospital Information System,True
EN001159,KPJ_01,JCORP Specialist Hospital,2025-07-22,Emergency Department,Emergency,160,143,58,0,0,0,0,Hospital Information System,True
EN001160,KPJ_01,JCORP Specialist Hospital,2025-07-22,Outpatient Department,Outpatient,306,283,232,0,0,0,0,Hospital Information System,True
EN001161,KPJ_01,JCORP Specialist Hospital,2025-07-22,Inpatient Wards,Inpatient,80,0,47,17,20,2,3,Hospital Information System,True
EN001162,KPJ_01,JCORP Specialist Hospital,2025-07-23,Emergency Department,Emergency,135,125,49,0,0,0,0,Hospital Information System,True
EN001163,KPJ_01,JCORP Specialist Hospital,2025-07-23,Outpatient Department,Outpatient,308,298,238,0,0,0,0,Hospital Information System,True
EN001164,KPJ_01,JCORP Specialist Hospital,2025-07-23,Inpatient Wards,Inpatient,85,0,47,14,18,2,0,Hospital Information System,True
EN001165,KPJ_01,JCORP Specialist Hospital,2025-07-24,Emergency Department,Emergency,161,150,58,0,0,0,0,Hospital Information System,True
EN001166,KPJ_01,JCORP Specialist Hospital,2025-07-24,Outpatient Department,Outpatient,317,304,233,0,0,0,0,Hospital Information System,True
EN001167,KPJ_01,JCORP Specialist Hospital,2025-07-24,Inpatient Wards,Inpatient,78,0,42,15,13,4,2,Hospital Information System,True
EN001168,KPJ_01,JCORP Specialist Hospital,2025-07-25,Emergency Department,Emergency,169,159,57,0,0,0,0,Hospital Information System,True
EN001169,KPJ_01,JCORP Specialist Hospital,2025-07-25,Outpatient Department,Outpatient,319,307,253,0,0,0,0,Hospital Information System,True
EN001170,KPJ_01,JCORP Specialist Hospital,2025-07-25,Inpatient Wards,Inpatient,86,0,49,15,17,2,4,Hospital Information System,True
EN001171,KPJ_01,JCORP Specialist Hospital,2025-07-26,Emergency Department,Emergency,178,164,56,0,0,0,0,Hospital Information System,True
EN001172,KPJ_01,JCORP Specialist Hospital,2025-07-26,Outpatient Department,Outpatient,122,116,89,0,0,0,0,Hospital Information System,True
EN001173,KPJ_01,JCORP Specialist Hospital,2025-07-26,Inpatient Wards,Inpatient,66,0,35,6,6,2,2,Hospital Information System,True
EN001174,KPJ_01,JCORP Specialist Hospital,2025-07-27,Emergency Department,Emergency,153,136,61,0,0,0,0,Hospital Information System,True
EN001175,KPJ_01,JCORP Specialist Hospital,2025-07-27,Outpatient Department,Outpatient,105,98,75,0,0,0,0,Hospital Information System,True
EN001176,KPJ_01,JCORP Specialist Hospital,2025-07-27,Inpatient Wards,Inpatient,72,0,37,14,12,2,1,Hospital Information System,True
EN001177,KPJ_01,JCORP Specialist Hospital,2025-07-28,Emergency Department,Emergency,145,134,46,0,0,0,0,Hospital Information System,True
EN001178,KPJ_01,JCORP Specialist Hospital,2025-07-28,Outpatient Department,Outpatient,351,330,247,0,0,0,0,Hospital Information System,True
EN001179,KPJ_01,JCORP Specialist Hospital,2025-07-28,Inpatient Wards,Inpatient,75,0,42,10,12,3,2,Hospital Information System,True
EN001180,KPJ_01,JCORP Specialist Hospital,2025-07-29,Emergency Department,Emergency,158,145,51,0,0,0,0,Hospital Information System,True
EN001181,KPJ_01,JCORP Specialist Hospital,2025-07-29,Outpatient Department,Outpatient,306,293,231,0,0,0,0,Hospital Information System,True
EN001182,KPJ_01,JCORP Specialist Hospital,2025-07-29,Inpatient Wards,Inpatient,84,0,46,15,15,1,2,Hospital Information System,True
EN001183,KPJ_01,JCORP Specialist Hospital,2025-07-30,Emergency Department,Emergency,164,149,52,0,0,0,0,Hospital Information System,True
EN001184,KPJ_01,JCORP Specialist Hospital,2025-07-30,Outpatient Department,Outpatient,323,300,255,0,0,0,0,Hospital Information System,True
EN001185,KPJ_01,JCORP Specialist Hospital,2025-07-30,Inpatient Wards,Inpatient,83,0,44,12,15,3,2,Hospital Information System,True
EN001186,KPJ_01,JCORP Specialist Hospital,2025-07-31,Emergency Department,Emergency,154,143,53,0,0,0,0,Hospital Information System,True
EN001187,KPJ_01,JCORP Specialist Hospital,2025-07-31,Outpatient Department,Outpatient,310,289,221,0,0,0,0,Hospital Information System,True
EN001188,KPJ_01,JCORP Specialist Hospital,2025-07-31,Inpatient Wards,Inpatient,76,0,41,12,12,2,1,Hospital Information System,True
EN001189,KPJ_01,JCORP Specialist Hospital,2025-08-01,Emergency Department,Emergency,154,138,53,0,0,0,0,Hospital Information System,True
EN001190,KPJ_01,JCORP Specialist Hospital,2025-08-01,Outpatient Department,Outpatient,367,350,259,0,0,0,0,Hospital Information System,True
EN001191,KPJ_01,JCORP Specialist Hospital,2025-08-01,Inpatient Wards,Inpatient,85,0,45,17,19,2,1,Hospital Information System,True
EN001192,KPJ_01,JCORP Specialist Hospital,2025-08-02,Emergency Department,Emergency,176,163,55,0,0,0,0,Hospital Information System,True
EN001193,KPJ_01,JCORP Specialist Hospital,2025-08-02,Outpatient Department,Outpatient,118,110,90,0,0,0,0,Hospital Information System,True
EN001194,KPJ_01,JCORP Specialist Hospital,2025-08-02,Inpatient Wards,Inpatient,81,0,48,13,14,2,1,Hospital Information System,True
EN001195,KPJ_01,JCORP Specialist Hospital,2025-08-03,Emergency Department,Emergency,188,168,61,0,0,0,0,Hospital Information System,True
EN001196,KPJ_01,JCORP Specialist Hospital,2025-08-03,Outpatient Department,Outpatient,123,117,97,0,0,0,0,Hospital Information System,True
EN001197,KPJ_01,JCORP Specialist Hospital,2025-08-03,Inpatient Wards,Inpatient,80,0,42,12,10,2,1,Hospital Information System,True
EN001198,KPJ_01,JCORP Specialist Hospital,2025-08-04,Emergency Department,Emergency,157,141,62,0,0,0,0,Hospital Information System,True
EN001199,KPJ_01,JCORP Specialist Hospital,2025-08-04,Outpatient Department,Outpatient,367,345,266,0,0,0,0,Hospital Information System,True
EN001200,KPJ_01,JCORP Specialist Hospital,2025-08-04,Inpatient Wards,Inpatient,87,0,52,16,14,3,1,Hospital Information System,True
EN001201,KPJ_01,JCORP Specialist Hospital,2025-08-05,Emergency Department,Emergency,166,155,66,0,0,0,0,Hospital Information System,True
EN001202,KPJ_01,JCORP Specialist Hospital,2025-08-05,Outpatient Department,Outpatient,336,314,241,0,0,0,0,Hospital Information System,True
EN001203,KPJ_01,JCORP Specialist Hospital,2025-08-05,Inpatient Wards,Inpatient,78,0,44,14,15,3,2,Hospital Information System,True
EN001204,KPJ_01,JCORP Specialist Hospital,2025-08-06,Emergency Department,Emergency,160,146,52,0,0,0,0,Hospital Information System,True
EN001205,KPJ_01,JCORP Specialist Hospital,2025-08-06,Outpatient Department,Outpatient,319,301,226,0,0,0,0,Hospital Information System,True
EN001206,KPJ_01,JCORP Specialist Hospital,2025-08-06,Inpatient Wards,Inpatient,93,0,55,15,14,3,1,Hospital Information System,True
EN001207,KPJ_01,JCORP Specialist Hospital,2025-08-07,Emergency Department,Emergency,133,120,53,0,0,0,0,Hospital Information System,True
EN001208,KPJ_01,JCORP Specialist Hospital,2025-08-07,Outpatient Department,Outpatient,310,294,246,0,0,0,0,Hospital Information System,True
EN001209,KPJ_01,JCORP Specialist Hospital,2025-08-07,Inpatient Wards,Inpatient,75,0,39,13,13,2,1,Hospital Information System,True
EN001210,KPJ_01,JCORP Specialist Hospital,2025-08-08,Emergency Department,Emergency,160,146,62,0,0,0,0,Hospital Information System,True
EN001211,KPJ_01,JCORP Specialist Hospital,2025-08-08,Outpatient Department,Outpatient,334,317,237,0,0,0,0,Hospital Information System,True
EN001212,KPJ_01,JCORP Specialist Hospital,2025-08-08,Inpatient Wards,Inpatient,85,0,46,14,14,1,0,Hospital Information System,True
EN001213,KPJ_01,JCORP Specialist Hospital,2025-08-09,Emergency Department,Emergency,192,180,74,0,0,0,0,Hospital Information System,True
EN001214,KPJ_01,JCORP Specialist Hospital,2025-08-09,Outpatient Department,Outpatient,112,106,80,0,0,0,0,Hospital Information System,True
EN001215,KPJ_01,JCORP Specialist Hospital,2025-08-09,Inpatient Wards,Inpatient,77,0,39,13,11,1,2,Hospital Information System,True
EN001216,KPJ_01,JCORP Specialist Hospital,2025-08-10,Emergency Department,Emergency,183,168,64,0,0,0,0,Hospital Information System,True
EN001217,KPJ_01,JCORP Specialist Hospital,2025-08-10,Outpatient Department,Outpatient,114,105,86,0,0,0,0,Hospital Information System,True
EN001218,KPJ_01,JCORP Specialist Hospital,2025-08-10,Inpatient Wards,Inpatient,81,0,46,14,15,1,1,Hospital Information System,True
EN001219,KPJ_01,JCORP Specialist Hospital,2025-08-11,Emergency Department,Emergency,154,138,56,0,0,0,0,Hospital Information System,True
EN001220,KPJ_01,JCORP Specialist Hospital,2025-08-11,Outpatient Department,Outpatient,372,352,261,0,0,0,0,Hospital Information System,True
EN001221,KPJ_01,JCORP Specialist Hospital,2025-08-11,Inpatient Wards,Inpatient,96,0,53,14,13,2,3,Hospital Information System,True
EN001222,KPJ_01,JCORP Specialist Hospital,2025-08-12,Emergency Department,Emergency,175,159,56,0,0,0,0,Hospital Information System,True
EN001223,KPJ_01,JCORP Specialist Hospital,2025-08-12,Outpatient Department,Outpatient,325,315,237,0,0,0,0,Hospital Information System,True
EN001224,KPJ_01,JCORP Specialist Hospital,2025-08-12,Inpatient Wards,Inpatient,80,0,42,12,10,2,2,Hospital Information System,True
EN001225,KPJ_01,JCORP Specialist Hospital,2025-08-13,Emergency Department,Emergency,169,154,58,0,0,0,0,Hospital Information System,True
EN001226,KPJ_01,JCORP Specialist Hospital,2025-08-13,Outpatient Department,Outpatient,364,341,276,0,0,0,0,Hospital Information System,True
EN001227,KPJ_01,JCORP Specialist Hospital,2025-08-13,Inpatient Wards,Inpatient,96,0,53,16,16,2,1,Hospital Information System,True
EN001228,KPJ_01,JCORP Specialist Hospital,2025-08-14,Emergency Department,Emergency,177,161,61,0,0,0,0,Hospital Information System,True
EN001229,KPJ_01,JCORP Specialist Hospital,2025-08-14,Outpatient Department,Outpatient,317,303,226,0,0,0,0,Hospital Information System,True
EN001230,KPJ_01,JCORP Specialist Hospital,2025-08-14,Inpatient Wards,Inpatient,87,0,49,15,14,3,0,Hospital Information System,True
EN001231,KPJ_01,JCORP Specialist Hospital,2025-08-15,Emergency Department,Emergency,155,144,47,0,0,0,0,Hospital Information System,True
EN001232,KPJ_01,JCORP Specialist Hospital,2025-08-15,Outpatient Department,Outpatient,384,363,282,0,0,0,0,Hospital Information System,True
EN001233,KPJ_01,JCORP Specialist Hospital,2025-08-15,Inpatient Wards,Inpatient,92,0,52,19,13,2,2,Hospital Information System,True
EN001234,KPJ_01,JCORP Specialist Hospital,2025-08-16,Emergency Department,Emergency,157,145,63,0,0,0,0,Hospital Information System,True
EN001235,KPJ_01,JCORP Specialist Hospital,2025-08-16,Outpatient Department,Outpatient,120,113,88,0,0,0,0,Hospital Information System,True
EN001236,KPJ_01,JCORP Specialist Hospital,2025-08-16,Inpatient Wards,Inpatient,88,0,51,16,13,1,3,Hospital Information System,True
EN001237,KPJ_01,JCORP Specialist Hospital,2025-08-17,Emergency Department,Emergency,191,177,68,0,0,0,0,Hospital Information System,True
EN001238,KPJ_01,JCORP Specialist Hospital,2025-08-17,Outpatient Department,Outpatient,119,114,93,0,0,0,0,Hospital Information System,True
EN001239,KPJ_01,JCORP Specialist Hospital,2025-08-17,Inpatient Wards,Inpatient,90,0,47,18,19,3,0,Hospital Information System,True
EN001240,KPJ_01,JCORP Specialist Hospital,2025-08-18,Emergency Department,Emergency,170,157,64,0,0,0,0,Hospital Information System,True
EN001241,KPJ_01,JCORP Specialist Hospital,2025-08-18,Outpatient Department,Outpatient,327,316,254,0,0,0,0,Hospital Information System,True
EN001242,KPJ_01,JCORP Specialist Hospital,2025-08-18,Inpatient Wards,Inpatient,79,0,47,17,15,2,1,Hospital Information System,True
EN001243,KPJ_01,JCORP Specialist Hospital,2025-08-19,Emergency Department,Emergency,169,153,54,0,0,0,0,Hospital Information System,True
EN001244,KPJ_01,JCORP Specialist Hospital,2025-08-19,Outpatient Department,Outpatient,345,321,255,0,0,0,0,Hospital Information System,True
EN001245,KPJ_01,JCORP Specialist Hospital,2025-08-19,Inpatient Wards,Inpatient,87,0,50,17,13,2,2,Hospital Information System,True
EN001246,KPJ_01,JCORP Specialist Hospital,2025-08-20,Emergency Department,Emergency,153,141,55,0,0,0,0,Hospital Information System,True
EN001247,KPJ_01,JCORP Specialist Hospital,2025-08-20,Outpatient Department,Outpatient,361,340,267,0,0,0,0,Hospital Information System,True
EN001248,KPJ_01,JCORP Specialist Hospital,2025-08-20,Inpatient Wards,Inpatient,76,0,43,13,13,2,2,Hospital Information System,True
EN001249,KPJ_01,JCORP Specialist Hospital,2025-08-21,Emergency Department,Emergency,171,158,64,0,0,0,0,Hospital Information System,True
EN001250,KPJ_01,JCORP Specialist Hospital,2025-08-21,Outpatient Department,Outpatient,318,302,227,0,0,0,0,Hospital Information System,True
EN001251,KPJ_01,JCORP Specialist Hospital,2025-08-21,Inpatient Wards,Inpatient,74,0,41,12,8,2,1,Hospital Information System,True
EN001252,KPJ_01,JCORP Specialist Hospital,2025-08-22,Emergency Department,Emergency,172,155,62,0,0,0,0,Hospital Information System,True
EN001253,KPJ_01,JCORP Specialist Hospital,2025-08-22,Outpatient Department,Outpatient,325,306,258,0,0,0,0,Hospital Information System,True
EN001254,KPJ_01,JCORP Specialist Hospital,2025-08-22,Inpatient Wards,Inpatient,84,0,50,18,21,3,3,Hospital Information System,True
EN001255,KPJ_01,JCORP Specialist Hospital,2025-08-23,Emergency Department,Emergency,170,155,54,0,0,0,0,Hospital Information System,True
EN001256,KPJ_01,JCORP Specialist Hospital,2025-08-23,Outpatient Department,Outpatient,119,113,94,0,0,0,0,Hospital Information System,True
EN001257,KPJ_01,JCORP Specialist Hospital,2025-08-23,Inpatient Wards,Inpatient,79,0,41,10,9,1,1,Hospital Information System,True
EN001258,KPJ_01,JCORP Specialist Hospital,2025-08-24,Emergency Department,Emergency,170,155,68,0,0,0,0,Hospital Information System,True
EN001259,KPJ_01,JCORP Specialist Hospital,2025-08-24,Outpatient Department,Outpatient,103,99,72,0,0,0,0,Hospital Information System,True
EN001260,KPJ_01,JCORP Specialist Hospital,2025-08-24,Inpatient Wards,Inpatient,81,0,45,19,17,0,0,Hospital Information System,True
EN001261,KPJ_01,JCORP Specialist Hospital,2025-08-25,Emergency Department,Emergency,141,128,43,0,0,0,0,Hospital Information System,True
EN001262,KPJ_01,JCORP Specialist Hospital,2025-08-25,Outpatient Department,Outpatient,397,382,307,0,0,0,0,Hospital Information System,True
EN001263,KPJ_01,JCORP Specialist Hospital,2025-08-25,Inpatient Wards,Inpatient,84,0,49,14,11,3,0,Hospital Information System,True
EN001264,KPJ_01,JCORP Specialist Hospital,2025-08-26,Emergency Department,Emergency,172,156,66,0,0,0,0,Hospital Information System,True
EN001265,KPJ_01,JCORP Specialist Hospital,2025-08-26,Outpatient Department,Outpatient,317,306,222,0,0,0,0,Hospital Information System,True
EN001266,KPJ_01,JCORP Specialist Hospital,2025-08-26,Inpatient Wards,Inpatient,89,0,47,20,19,2,2,Hospital Information System,True
EN001267,KPJ_01,JCORP Specialist Hospital,2025-08-27,Emergency Department,Emergency,149,134,53,0,0,0,0,Hospital Information System,True
EN001268,KPJ_01,JCORP Specialist Hospital,2025-08-27,Outpatient Department,Outpatient,334,322,238,0,0,0,0,Hospital Information System,True
EN001269,KPJ_01,JCORP Specialist Hospital,2025-08-27,Inpatient Wards,Inpatient,82,0,49,16,16,1,2,Hospital Information System,True
EN001270,KPJ_01,JCORP Specialist Hospital,2025-08-28,Emergency Department,Emergency,167,149,62,0,0,0,0,Hospital Information System,True
EN001271,KPJ_01,JCORP Specialist Hospital,2025-08-28,Outpatient Department,Outpatient,322,299,241,0,0,0,0,Hospital Information System,True
EN001272,KPJ_01,JCORP Specialist Hospital,2025-08-28,Inpatient Wards,Inpatient,83,0,49,15,16,1,1,Hospital Information System,True
EN001273,KPJ_01,JCORP Specialist Hospital,2025-08-29,Emergency Department,Emergency,164,150,63,0,0,0,0,Hospital Information System,True
EN001274,KPJ_01,JCORP Specialist Hospital,2025-08-29,Outpatient Department,Outpatient,349,332,268,0,0,0,0,Hospital Information System,True
EN001275,KPJ_01,JCORP Specialist Hospital,2025-08-29,Inpatient Wards,Inpatient,90,0,48,14,14,1,2,Hospital Information System,True
EN001276,KPJ_01,JCORP Specialist Hospital,2025-08-30,Emergency Department,Emergency,166,151,56,0,0,0,0,Hospital Information System,True
EN001277,KPJ_01,JCORP Specialist Hospital,2025-08-30,Outpatient Department,Outpatient,122,117,88,0,0,0,0,Hospital Information System,True
EN001278,KPJ_01,JCORP Specialist Hospital,2025-08-30,Inpatient Wards,Inpatient,86,0,51,15,13,3,1,Hospital Information System,True
EN001279,KPJ_01,JCORP Specialist Hospital,2025-08-31,Emergency Department,Emergency,182,168,69,0,0,0,0,Hospital Information System,True
EN001280,KPJ_01,JCORP Specialist Hospital,2025-08-31,Outpatient Department,Outpatient,119,110,91,0,0,0,0,Hospital Information System,True
EN001281,KPJ_01,JCORP Specialist Hospital,2025-08-31,Inpatient Wards,Inpatient,84,0,46,13,11,2,0,Hospital Information System,True
EN001282,KPJ_01,JCORP Specialist Hospital,2025-09-01,Emergency Department,Emergency,187,172,66,0,0,0,0,Hospital Information System,True
EN001283,KPJ_01,JCORP Specialist Hospital,2025-09-01,Outpatient Department,Outpatient,329,304,239,0,0,0,0,Hospital Information System,True
EN001284,KPJ_01,JCORP Specialist Hospital,2025-09-01,Inpatient Wards,Inpatient,85,0,43,13,11,0,1,Hospital Information System,True
EN001285,KPJ_01,JCORP Specialist Hospital,2025-09-02,Emergency Department,Emergency,151,136,59,0,0,0,0,Hospital Information System,True
EN001286,KPJ_01,JCORP Specialist Hospital,2025-09-02,Outpatient Department,Outpatient,333,321,244,0,0,0,0,Hospital Information System,True
EN001287,KPJ_01,JCORP Specialist Hospital,2025-09-02,Inpatient Wards,Inpatient,90,0,48,17,16,2,2,Hospital Information System,True
EN001288,KPJ_01,JCORP Specialist Hospital,2025-09-03,Emergency Department,Emergency,152,141,57,0,0,0,0,Hospital Information System,True
EN001289,KPJ_01,JCORP Specialist Hospital,2025-09-03,Outpatient Department,Outpatient,373,344,284,0,0,0,0,Hospital Information System,True
EN001290,KPJ_01,JCORP Specialist Hospital,2025-09-03,Inpatient Wards,Inpatient,91,0,50,18,17,4,2,Hospital Information System,True
EN001291,KPJ_01,JCORP Specialist Hospital,2025-09-04,Emergency Department,Emergency,157,141,54,0,0,0,0,Hospital Information System,True
EN001292,KPJ_01,JCORP Specialist Hospital,2025-09-04,Outpatient Department,Outpatient,283,262,201,0,0,0,0,Hospital Information System,True
EN001293,KPJ_01,JCORP Specialist Hospital,2025-09-04,Inpatient Wards,Inpatient,82,0,47,17,16,2,3,Hospital Information System,True
EN001294,KPJ_01,JCORP Specialist Hospital,2025-09-05,Emergency Department,Emergency,174,155,53,0,0,0,0,Hospital Information System,True
EN001295,KPJ_01,JCORP Specialist Hospital,2025-09-05,Outpatient Department,Outpatient,321,308,243,0,0,0,0,Hospital Information System,True
EN001296,KPJ_01,JCORP Specialist Hospital,2025-09-05,Inpatient Wards,Inpatient,88,0,50,16,15,2,0,Hospital Information System,True
EN001297,KPJ_01,JCORP Specialist Hospital,2025-09-06,Emergency Department,Emergency,206,193,79,0,0,0,0,Hospital Information System,True
EN001298,KPJ_01,JCORP Specialist Hospital,2025-09-06,Outpatient Department,Outpatient,132,122,101,0,0,0,0,Hospital Information System,True
EN001299,KPJ_01,JCORP Specialist Hospital,2025-09-06,Inpatient Wards,Inpatient,79,0,41,15,15,2,1,Hospital Information System,True
EN001300,KPJ_01,JCORP Specialist Hospital,2025-09-07,Emergency Department,Emergency,182,169,62,0,0,0,0,Hospital Information System,True
EN001301,KPJ_01,JCORP Specialist Hospital,2025-09-07,Outpatient Department,Outpatient,126,120,97,0,0,0,0,Hospital Information System,True
EN001302,KPJ_01,JCORP Specialist Hospital,2025-09-07,Inpatient Wards,Inpatient,77,0,44,14,11,2,2,Hospital Information System,True
EN001303,KPJ_01,JCORP Specialist Hospital,2025-09-08,Emergency Department,Emergency,166,148,56,0,0,0,0,Hospital Information System,True
EN001304,KPJ_01,JCORP Specialist Hospital,2025-09-08,Outpatient Department,Outpatient,349,330,264,0,0,0,0,Hospital Information System,True
EN001305,KPJ_01,JCORP Specialist Hospital,2025-09-08,Inpatient Wards,Inpatient,89,0,53,16,17,3,1,Hospital Information System,True
EN001306,KPJ_01,JCORP Specialist Hospital,2025-09-09,Emergency Department,Emergency,151,141,60,0,0,0,0,Hospital Information System,True
EN001307,KPJ_01,JCORP Specialist Hospital,2025-09-09,Outpatient Department,Outpatient,344,322,272,0,0,0,0,Hospital Information System,True
EN001308,KPJ_01,JCORP Specialist Hospital,2025-09-09,Inpatient Wards,Inpatient,79,0,43,13,11,1,2,Hospital Information System,True
EN001309,KPJ_01,JCORP Specialist Hospital,2025-09-10,Emergency Department,Emergency,152,141,53,0,0,0,0,Hospital Information System,True
EN001310,KPJ_01,JCORP Specialist Hospital,2025-09-10,Outpatient Department,Outpatient,347,326,275,0,0,0,0,Hospital Information System,True
EN001311,KPJ_01,JCORP Specialist Hospital,2025-09-10,Inpatient Wards,Inpatient,88,0,48,13,17,2,2,Hospital Information System,True
EN001312,KPJ_01,JCORP Specialist Hospital,2025-09-11,Emergency Department,Emergency,163,146,62,0,0,0,0,Hospital Information System,True
EN001313,KPJ_01,JCORP Specialist Hospital,2025-09-11,Outpatient Department,Outpatient,330,313,253,0,0,0,0,Hospital Information System,True
EN001314,KPJ_01,JCORP Specialist Hospital,2025-09-11,Inpatient Wards,Inpatient,83,0,43,13,16,1,1,Hospital Information System,True
EN001315,KPJ_01,JCORP Specialist Hospital,2025-09-12,Emergency Department,Emergency,153,143,60,0,0,0,0,Hospital Information System,True
EN001316,KPJ_01,JCORP Specialist Hospital,2025-09-12,Outpatient Department,Outpatient,326,309,237,0,0,0,0,Hospital Information System,True
EN001317,KPJ_01,JCORP Specialist Hospital,2025-09-12,Inpatient Wards,Inpatient,85,0,46,13,12,2,2,Hospital Information System,True
EN001318,KPJ_01,JCORP Specialist Hospital,2025-09-13,Emergency Department,Emergency,161,145,60,0,0,0,0,Hospital Information System,True
EN001319,KPJ_01,JCORP Specialist Hospital,2025-09-13,Outpatient Department,Outpatient,123,114,89,0,0,0,0,Hospital Information System,True
EN001320,KPJ_01,JCORP Specialist Hospital,2025-09-13,Inpatient Wards,Inpatient,85,0,45,15,13,3,2,Hospital Information System,True
EN001321,KPJ_01,JCORP Specialist Hospital,2025-09-14,Emergency Department,Emergency,178,159,66,0,0,0,0,Hospital Information System,True
EN001322,KPJ_01,JCORP Specialist Hospital,2025-09-14,Outpatient Department,Outpatient,110,103,80,0,0,0,0,Hospital Information System,True
EN001323,KPJ_01,JCORP Specialist Hospital,2025-09-14,Inpatient Wards,Inpatient,76,0,45,11,9,2,2,Hospital Information System,True
EN001324,KPJ_01,JCORP Specialist Hospital,2025-09-15,Emergency Department,Emergency,183,169,71,0,0,0,0,Hospital Information System,True
EN001325,KPJ_01,JCORP Specialist Hospital,2025-09-15,Outpatient Department,Outpatient,406,380,311,0,0,0,0,Hospital Information System,True
EN001326,KPJ_01,JCORP Specialist Hospital,2025-09-15,Inpatient Wards,Inpatient,90,0,45,18,16,0,1,Hospital Information System,True
EN001327,KPJ_01,JCORP Specialist Hospital,2025-09-16,Emergency Department,Emergency,158,141,54,0,0,0,0,Hospital Information System,True
EN001328,KPJ_01,JCORP Specialist Hospital,2025-09-16,Outpatient Department,Outpatient,353,334,260,0,0,0,0,Hospital Information System,True
EN001329,KPJ_01,JCORP Specialist Hospital,2025-09-16,Inpatient Wards,Inpatient,88,0,50,13,13,2,1,Hospital Information System,True
EN001330,KPJ_01,JCORP Specialist Hospital,2025-09-17,Emergency Department,Emergency,160,146,53,0,0,0,0,Hospital Information System,True
EN001331,KPJ_01,JCORP Specialist Hospital,2025-09-17,Outpatient Department,Outpatient,302,282,219,0,0,0,0,Hospital Information System,True
EN001332,KPJ_01,JCORP Specialist Hospital,2025-09-17,Inpatient Wards,Inpatient,95,0,56,19,18,1,0,Hospital Information System,True
EN001333,KPJ_01,JCORP Specialist Hospital,2025-09-18,Emergency Department,Emergency,169,154,66,0,0,0,0,Hospital Information System,True
EN001334,KPJ_01,JCORP Specialist Hospital,2025-09-18,Outpatient Department,Outpatient,372,359,282,0,0,0,0,Hospital Information System,True
EN001335,KPJ_01,JCORP Specialist Hospital,2025-09-18,Inpatient Wards,Inpatient,83,0,42,17,20,2,2,Hospital Information System,True
EN001336,KPJ_01,JCORP Specialist Hospital,2025-09-19,Emergency Department,Emergency,164,153,63,0,0,0,0,Hospital Information System,True
EN001337,KPJ_01,JCORP Specialist Hospital,2025-09-19,Outpatient Department,Outpatient,309,294,244,0,0,0,0,Hospital Information System,True
EN001338,KPJ_01,JCORP Specialist Hospital,2025-09-19,Inpatient Wards,Inpatient,85,0,47,17,17,2,0,Hospital Information System,True
EN001339,KPJ_01,JCORP Specialist Hospital,2025-09-20,Emergency Department,Emergency,157,145,57,0,0,0,0,Hospital Information System,True
EN001340,KPJ_01,JCORP Specialist Hospital,2025-09-20,Outpatient Department,Outpatient,128,124,94,0,0,0,0,Hospital Information System,True
EN001341,KPJ_01,JCORP Specialist Hospital,2025-09-20,Inpatient Wards,Inpatient,81,0,43,17,14,1,1,Hospital Information System,True
EN001342,KPJ_01,JCORP Specialist Hospital,2025-09-21,Emergency Department,Emergency,193,175,66,0,0,0,0,Hospital Information System,True
EN001343,KPJ_01,JCORP Specialist Hospital,2025-09-21,Outpatient Department,Outpatient,105,98,76,0,0,0,0,Hospital Information System,True
EN001344,KPJ_01,JCORP Specialist Hospital,2025-09-21,Inpatient Wards,Inpatient,77,0,40,14,13,1,2,Hospital Information System,True
EN001345,KPJ_01,JCORP Specialist Hospital,2025-09-22,Emergency Department,Emergency,164,150,58,0,0,0,0,Hospital Information System,True
EN001346,KPJ_01,JCORP Specialist Hospital,2025-09-22,Outpatient Department,Outpatient,347,322,271,0,0,0,0,Hospital Information System,True
EN001347,KPJ_01,JCORP Specialist Hospital,2025-09-22,Inpatient Wards,Inpatient,84,0,50,15,13,2,2,Hospital Information System,True
EN001348,KPJ_01,JCORP Specialist Hospital,2025-09-23,Emergency Department,Emergency,179,166,54,0,0,0,0,Hospital Information System,True
